image_srouce,short_description,price,material,general_description,size,brand
https://aritzia.scene7.com/is/image/Aritzia/medium/s21_07_a04_72595_10250_on_a.jpg,Oversized wool shacket,$198,Content: 100% merino wool; Trim: 100% cotton,"Content: 100% merino wool; Trim: 100% cotton
Care: Dry clean
Imported HEATHER BONE
CHASM
HEATHER LIGHT OATMEAL
HEATHER BLACK
BLACK
SILENT STORM GREEN
CAIRO GOLD
LIGHT BIRCH
MINT SPRIG
HEIRLOOM PINK
SPRING PINK
ZEN BLUE
OLIVE BEIGE
KALAMATA
GINGER YELLOW
ESPACE/BLACK
ESPACE/MOCHA
ESPACE/H. BIRCH","2XS
XS
S
M
L
XL",Aritzia
